Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb,Date
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT,2020-02-01
Animal,Other Animal,Rabbit,SHORNCLIFFE,2020-02-01
Animal,Attack,Attack On A Person,PADDINGTON,2020-02-01
Animal,Cat,Wandering,EIGHT MILE PLAINS,2020-02-01
Animal,Dog,Unregistered,BOWEN HILLS,2020-02-01
Animal,Cat Trapping,,MOGGILL,2020-02-01
Animal,Attack,Attack On A Person,DARRA,2020-02-01
Animal,Attack,Attack On An Animal,SANDGATE,2020-02-01
Animal,Cat,Wandering,SANDGATE,2020-02-01
Animal,Cat Trapping,,BANYO,2020-02-01
Animal,Dog,Fencing Issues,DEAGON,2020-02-01
Animal,Dog,Wandering,CHERMSIDE,2020-02-01
Animal,Dog,Wandering,BARDON,2020-02-01
Animal,Attack,Attack On A Person,BELMONT,2020-02-01
Animal,Cat Trapping,,WOOLLOONGABBA,2020-02-01
Animal,Other Animal,Nuisance Animal,INALA,2020-02-01
Animal,Dog,Unregistered,INALA,2020-02-01
Animal,Dog,Wandering,HOLLAND PARK WEST,2020-02-01
Animal,Dog,Wandering,JINDALEE,2020-02-01
Animal,Dog,Wandering,CAMP HILL,2020-02-01
Animal,Attack,Attack On A Person,CAMP HILL,2020-02-01
Animal,Attack,Not An Attack,KURABY,2020-02-01
Animal,Dog,Unregistered,HOLLAND PARK,2020-02-01
Animal,Attack,Attack On A Person,NEW FARM,2020-02-01
Animal,Attack,Attack On An Animal,ZILLMERE,2020-02-01
Animal,Dog,Fencing Issues,MACGREGOR,2020-02-01
Animal,Dog,Unregistered,WAKERLEY,2020-02-01
Animal,Dog,Fencing Issues,CARINA,2020-02-01
Animal,Dog,Wandering,HOLLAND PARK WEST,2020-02-01
Animal,Attack,Attack On A Person,WYNNUM,2020-02-01
Animal,Dog,Fencing Issues,RUNCORN,2020-02-01
Animal,Dog,Odour,RUNCORN,2020-02-01
Animal,Other Animal,Rabbit,SHORNCLIFFE,2020-02-01
Animal,Cat Trapping,,WOOLLOONGABBA,2020-02-01
Animal,Dog,Unregistered,WISHART,2020-02-01
Animal,Other Animal,Nuisance Animal,NUNDAH,2020-02-01
Animal,Dog,Fencing Issues,SPRING HILL,2020-02-01
Animal,Dog,Wandering,WEST END,2020-02-01
Animal,Dog,Wandering,ASPLEY,2020-02-01
Animal,Dog,Unregistered,KARANA DOWNS,2020-02-01
Animal,Attack,Attack On An Animal,WEST END,2020-02-01
Animal,Attack,Not An Attack,KEDRON,2020-02-01
Animal,Cat,Wandering,ACACIA RIDGE,2020-02-01
Animal,Cat,Wandering,ACACIA RIDGE,2020-02-01
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT,2020-02-01
Animal,Cat Trapping,,RICHLANDS,2020-02-01
Animal,Dog,Wandering,CHERMSIDE,2020-02-01
Animal,Dog,Unregistered,GRACEVILLE,2020-02-01
Animal,Cat,Wandering,THE GAP,2020-02-01
Animal,Other Animal,Nuisance Animal,CHERMSIDE WEST,2020-02-01
Animal,Attack,Attack On An Animal,MOUNT GRAVATT EAST,2020-02-01
Animal,Cat Trapping,,YERONGA,2020-02-01
Animal,Dog,Wandering,FOREST LAKE,2020-02-01
Animal,Dog,Wandering,FOREST LAKE,2020-02-01
Animal,Dog,Defecating In Public,COORPAROO,2020-02-01
Animal,Dog,Wandering,CARINDALE,2020-02-01
Animal,Dog,Fencing Issues,PULLENVALE,2020-02-01
Animal,Cat,Wandering,BELLBOWRIE,2020-02-01
Animal,Dog,Insufficient Space,KEDRON,2020-02-01
Animal,Dog,Unregistered,ASHGROVE,2020-02-01
Animal,Dog,Wandering,CARINDALE,2020-02-01
Animal,Other Animal,Odour,DEAGON,2020-02-01
Animal,Attack,Not An Attack,BRACKEN RIDGE,2020-02-01
Animal,Attack,Attack On A Person,KEDRON,2020-02-01
Animal,Dog,Wandering,ASHGROVE,2020-02-01
Animal,Attack,Attack On A Person,KANGAROO POINT,2020-02-01
Animal,Attack,Attack On A Person,STAFFORD HEIGHTS,2020-02-01
Animal,Dog,Unregistered,SPRING HILL,2020-02-01
Animal,Other Animal,Fox,NATHAN,2020-02-01
Animal,Dog,Unregistered,RICHLANDS,2020-02-01
Animal,Attack,Not An Attack,RED HILL,2020-02-01
Animal,Dog,Wandering,WYNNUM WEST,2020-02-01
Animal,Dog,Wandering,UPPER MOUNT GRAVATT,2020-02-01
Animal,Dog,Wandering,MOUNT COOT-THA,2020-02-01
Animal,Cat Trapping,,MOUNT OMMANEY,2020-02-01
Animal,Dog,Wandering,RUNCORN,2020-02-01
Animal,Dog,Wandering,DREWVALE,2020-02-01
Animal,Attack,Attack On A Person,EAST BRISBANE,2020-02-01
Animal,Dog,Defecating In Public,MANLY,2020-02-01
Animal,Cat,Wandering,STAFFORD HEIGHTS,2020-02-01
Animal,Cat,Wandering,STAFFORD HEIGHTS,2020-02-01
Animal,Other Animal,Fox,MOUNT GRAVATT,2020-02-01
Animal,Dog,Wandering,CORINDA,2020-02-01
Animal,Dog,Wandering,ASHGROVE,2020-02-01
Animal,Attack,Attack On A Person,BALD HILLS,2020-02-01
Animal,Dog,Fencing Issues,STAFFORD,2020-02-01
Animal,Dog,Fencing Issues,BRIGHTON,2020-02-01
Animal,Dog,Unregistered,MITCHELTON,2020-02-01
Animal,Attack,Attack On An Animal,DARRA,2020-02-01
Animal,Attack,Attack On An Animal,MANLY,2020-02-01
Animal,Attack,Not An Attack,MURARRIE,2020-02-01
Animal,Attack,Not An Attack,MOUNT GRAVATT EAST,2020-02-01
Animal,Attack,Attack On An Animal,MOOROOKA,2020-02-01
Animal,Cat,Wandering,PADDINGTON,2020-02-01
Animal,Dog,Unregistered,UPPER MOUNT GRAVATT,2020-02-01
Animal,Cat Trapping,,SALISBURY,2020-02-01
Animal,Dog,Unregistered,MOUNT GRAVATT EAST,2020-02-01
Animal,Attack,Attack On A Person,HIGHGATE HILL,2020-02-01
Animal,Attack,Not An Attack,GRANGE,2020-02-01
Animal,Attack,Attack On A Person,WEST END,2020-02-01
Animal,Dog,Too Many Animals,ELLEN GROVE,2020-02-01
Animal,Cat Trapping,,CARINDALE,2020-02-01
Animal,Dog,Wandering,MOUNT COOT-THA,2020-02-01
Animal,Attack,Attack On An Animal,WEST END,2020-02-01
Animal,Cat Trapping,,CHERMSIDE,2020-02-01
Animal,Attack,Attack On An Animal,INDOOROOPILLY,2020-02-01
Animal,Dog,Wandering,KANGAROO POINT,2020-02-01
Animal,Dog,Fencing Issues,DURACK,2020-02-01
Animal,Attack,Attack On A Person,BRIGHTON,2020-02-01
Animal,Dog,Fencing Issues,MANLY,2020-02-01
Animal,Cat Trapping,,INALA,2020-02-01
Animal,Cat,Wandering,DOOLANDELLA,2020-02-01
Animal,Other Animal,Fox,CARINA,2020-02-01
Animal,Attack,Not An Attack,BRACKEN RIDGE,2020-02-01
Animal,Dog,Wandering,MOUNT COOT-THA,2020-02-01
Animal,Dog,Wandering,NATHAN,2020-02-01
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD,2020-02-01
Animal,Dog,Fencing Issues,PARKINSON,2020-02-01
Animal,Attack,Not An Attack,ASCOT,2020-02-01
Animal,Dog,Wandering,CHERMSIDE,2020-02-01
Animal,Dog,Unregistered,FERNY GROVE,2020-02-01
Animal,Dog,Wandering,BRISBANE CITY,2020-02-01
Animal,Other Animal,Rabbit,RED HILL,2020-02-01
Animal,Other Animal,Nuisance Animal,FOREST LAKE,2020-02-01
Animal,Cat Trapping,,ST LUCIA,2020-02-01
Animal,Attack,,FITZGIBBON,2020-02-01
Animal,Dog,Unregistered,CARINA,2020-02-01
Animal,Dog,Fencing Issues,BULIMBA,2020-02-01
Animal,Cat Trapping,,KEPERRA,2020-02-01
Animal,Dog,Odour,PARKINSON,2020-02-01
Animal,Attack,Menacing,HIGHGATE HILL,2020-02-01
Animal,Dog,Wandering,KEPERRA,2020-02-01
Animal,Cat,Wandering,ZILLMERE,2020-02-01
Animal,Attack,Attack On An Animal,CAMP HILL,2020-02-01
Animal,Dog,Defecating In Public,RED HILL,2020-02-01
Animal,Attack,Attack On An Animal,BRIGHTON,2020-02-01
Animal,Attack,Attack On An Animal,HAWTHORNE,2020-02-01
Animal,Attack,Attack On A Person,SINNAMON PARK,2020-02-01
Animal,Dog,Unregistered,MOUNT GRAVATT,2020-02-01
Animal,Attack,Attack On An Animal,HEMMANT,2020-02-01
Animal,Dog,Too Many Animals,DURACK,2020-02-01
Animal,Attack,Attack On A Person,MOGGILL,2020-02-01
Animal,Dog,Unregistered,MOGGILL,2020-02-01
Animal,Dog,Unregistered,CARINA HEIGHTS,2020-02-01
Animal,Attack,Attack On An Animal,ROCHEDALE,2020-02-01
Animal,Cat,Wandering,EVERTON PARK,2020-02-01
Animal,Dog,Wandering,YERONGA,2020-02-01
Animal,Other Animal,Fencing Issues,NUNDAH,2020-02-01
Animal,Dog,Defecating In Public,EAGLE FARM,2020-02-01
Animal,Dog,Fencing Issues,SINNAMON PARK,2020-02-01
Animal,Dog,Unregistered,VIRGINIA,2020-02-01
Animal,Dog,Fencing Issues,OXLEY,2020-02-01
Animal,Attack,Attack On An Animal,ACACIA RIDGE,2020-02-01
Animal,Dog,Wandering,SHERWOOD,2020-02-01
Animal,Dog,Wandering,CHERMSIDE,2020-02-01
Animal,Attack,Attack On A Person,CARSELDINE,2020-02-01
Animal,Attack,Attack On An Animal,ASPLEY,2020-02-01
Animal,Other Animal,Odour,SINNAMON PARK,2020-02-01
Animal,Cat,Wandering,WYNNUM WEST,2020-02-01
Animal,Dog,Unregistered,BALD HILLS,2020-02-01
Animal,Dog,Wandering,MOUNT COOT-THA,2020-02-01
Animal,Attack,Menacing,BRACKEN RIDGE,2020-02-01
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD,2020-02-01
Animal,Dog,Unregistered,NUNDAH,2020-02-01
Animal,Dog,Wandering,EIGHT MILE PLAINS,2020-02-01
Animal,Cat,Wandering,INALA,2020-02-01
Animal,Other Animal,Deer,ROCKLEA,2020-02-01
Animal,Dog,Unregistered,EVERTON PARK,2020-02-01
Animal,Dog,Unregistered,NEWMARKET,2020-02-01
Animal,Dog,Unregistered,ZILLMERE,2020-02-01
Animal,Dog,Too Many Animals,ZILLMERE,2020-02-01
Animal,Other Animal,Deer,OXLEY,2020-02-01
Animal,Other Animal,Unregistered,UPPER MOUNT GRAVATT,2020-02-01
Animal,Attack,Attack On An Animal,SALISBURY,2020-02-01
Animal,Attack,Attack On An Animal,MOUNT CROSBY,2020-02-01
Animal,Dog,Fencing Issues,INALA,2020-02-01
Animal,Attack,Not An Attack,ACACIA RIDGE,2020-02-01
Animal,Dog,Wandering,TINGALPA,2020-02-01
Animal,Attack,Attack On An Animal,PALLARA,2020-02-01
Animal,Dog,Unregistered,CALAMVALE,2020-02-01
Animal,Attack,Attack On An Animal,SUNNYBANK HILLS,2020-02-01
Animal,Dog,Fencing Issues,BROOKFIELD,2020-02-01
Animal,Dog,Fencing Issues,WAKERLEY,2020-02-01
Animal,Dog,Unregistered,,2020-02-01
Animal,Dog,Wandering,KANGAROO POINT,2020-02-01
Animal,Dog,Unregistered,BARDON,2020-02-01
Animal,Other Animal,Fox,BURBANK,2020-02-01
Animal,Dog,Unregistered,COORPAROO,2020-02-01
Animal,Dog,Wandering,SANDGATE,2020-02-01
Animal,Dog,Unregistered,COORPAROO,2020-02-01
Animal,Dog,Fencing Issues,CALAMVALE,2020-02-01
Animal,Dog,Unregistered,HEATHWOOD,2020-02-01
Animal,Dog,Wandering,SEVENTEEN MILE ROCKS,2020-02-01
Animal,Dog,Unregistered,TINGALPA,2020-02-01
Animal,Cat,Wandering,PARKINSON,2020-02-01
Animal,Dog,Unregistered,TINGALPA,2020-02-01
Animal,Dog,,ANSTEAD,2020-02-01
Animal,Attack,Not An Attack,AUCHENFLOWER,2020-02-01
Animal,Dog,Fencing Issues,TINGALPA,2020-02-01
Animal,Dog,,KANGAROO POINT,2020-02-01
Animal,Attack,Attack On A Person,SANDGATE,2020-02-01
Animal,Attack,Attack On An Animal,EAST BRISBANE,2020-02-01
Animal,Cat Trapping,,PARKINSON,2020-02-01
Animal,Other Animal,Nuisance Animal,NUNDAH,2020-02-01
Animal,Cat Trapping,,FOREST LAKE,2020-02-01
Animal,Cat,Wandering,ELLEN GROVE,2020-02-01
Animal,Attack,Attack On An Animal,NORMAN PARK,2020-02-01
Animal,Dog,Too Many Animals,ELLEN GROVE,2020-02-01
Animal,Dog,Too Many Animals,ELLEN GROVE,2020-02-01
Animal,Dog,Too Many Animals,ELLEN GROVE,2020-02-01
Animal,Dog,Unregistered,ASPLEY,2020-02-01
Animal,Cat Trapping,,STAFFORD HEIGHTS,2020-02-01
Animal,Attack,Attack On An Animal,UPPER BROOKFIELD,2020-02-01
Animal,Attack,Attack On A Person,DURACK,2020-02-01
Animal,Other Animal,Nuisance Animal,SUNNYBANK,2020-02-01
Animal,Attack,Attack On An Animal,CARINA,2020-02-01
Animal,Dog,Odour,SUNNYBANK HILLS,2020-02-01
Animal,Attack,Attack On An Animal,ROCHEDALE,2020-02-01
Animal,Dog,Too Many Animals,OXLEY,2020-02-01
Animal,Attack,Attack On An Animal,WILSTON,2020-02-01
Animal,Dog,Unregistered,NEWMARKET,2020-02-01
Animal,Other Animal,Fox,BURBANK,2020-02-01
Animal,Attack,Attack On A Person,WYNNUM,2020-02-01
Animal,Attack,Attack On An Animal,NORTHGATE,2020-02-01
Animal,Dog,Wandering,CAMP HILL,2020-02-01
Animal,Other Animal,Odour,FOREST LAKE,2020-02-01
Animal,Dog,Unregistered,ALGESTER,2020-02-01
Animal,Dog,Wandering,INALA,2020-02-01
Animal,Dog,Wandering,THE GAP,2020-02-01
Animal,Other Animal,Odour,GRACEVILLE,2020-02-01
Animal,Dog,Fencing Issues,JINDALEE,2020-02-01
Animal,Dog,Wandering,FOREST LAKE,2020-02-01
Animal,Attack,Not An Attack,CHANDLER,2020-02-01
Animal,Attack,Attack On An Animal,RIVERHILLS,2020-02-01
Animal,Other Animal,Odour,CANNON HILL,2020-02-01
Animal,Dog,Fencing Issues,INALA,2020-02-01
Animal,Other Animal,,STRETTON,2020-02-01
Animal,Other Animal,Unregistered,UPPER MOUNT GRAVATT,2020-02-01
Animal,Dog,Wandering,BARDON,2020-02-01
Animal,Attack,Attack On An Animal,KARANA DOWNS,2020-02-01
Animal,Dog,Wandering,BRACKEN RIDGE,2020-02-01
Animal,Dog,Wandering,YERONGA,2020-02-01
Animal,Dog,Insufficient Space,JINDALEE,2020-02-01
Animal,Attack,Attack On A Person,ASPLEY,2020-02-01
Animal,Attack,Attack On A Person,WYNNUM,2020-02-01
Animal,Other Animal,Deer,PULLENVALE,2020-02-01
Animal,Dog,Wandering,KANGAROO POINT,2020-02-01
Animal,Attack,Attack On A Person,ELLEN GROVE,2020-02-01
Animal,Cat,Wandering,BANYO,2020-02-01
Animal,Cat,Wandering,BRIGHTON,2020-02-01
Animal,Attack,Attack On An Animal,NORTHGATE,2020-02-01
Animal,Attack,Not An Attack,COORPAROO,2020-02-01
Animal,Dog,Unregistered,MANLY,2020-02-01
Animal,Other Animal,Rabbit,INALA,2020-02-01
Animal,Dog,Wandering,CHERMSIDE,2020-02-01
Animal,Dog,Too Many Animals,MITCHELTON,2020-02-01
Animal,Attack,Attack On An Animal,FOREST LAKE,2020-02-01
Animal,Attack,Attack On A Person,WYNNUM WEST,2020-02-01
Animal,Attack,Attack On An Animal,MANLY,2020-02-01
Animal,Attack,Attack On A Person,STRETTON,2020-02-01
Animal,Cat Trapping,,FOREST LAKE,2020-02-01
Animal,Dog,Wandering,THE GAP,2020-02-01
Animal,Dog,Unregistered,GRACEVILLE,2020-02-01
Animal,Dog,Unregistered,MANLY WEST,2020-02-01
Animal,Dog,Unregistered,KEPERRA,2020-02-01
Animal,Dog,Unregistered,KEPERRA,2020-02-01
Animal,Dog,Wandering,RUNCORN,2020-02-01
Animal,Attack,Menacing,COORPAROO,2020-02-01
Animal,Attack,Not An Attack,MOUNT GRAVATT EAST,2020-02-01
Animal,Dog,Wandering,CARSELDINE,2020-02-01
Animal,Dog,Unregistered,GRACEVILLE,2020-02-01
Animal,Dog,Unregistered,MOUNT GRAVATT,2020-02-01
Animal,Cat,Wandering,EVERTON PARK,2020-02-01
Animal,Other Animal,Rabbit,RED HILL,2020-02-01
Animal,Cat Trapping,,INALA,2020-02-01
Animal,Dog,Fencing Issues,INALA,2020-02-01
Animal,Dog,Odour,WYNNUM,2020-02-01
Animal,Attack,Not An Attack,BRACKEN RIDGE,2020-02-01
Animal,Dog,Unregistered,MURARRIE,2020-02-01
Animal,Attack,Attack On A Person,MANSFIELD,2020-02-01
Animal,Dog,Fencing Issues,ACACIA RIDGE,2020-02-01
Animal,Other Animal,Fencing Issues,ARCHERFIELD,2020-02-01
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,2020-02-01
Animal,Attack,Attack On An Animal,HOLLAND PARK,2020-02-01
Animal,Dog,Wandering,FITZGIBBON,2020-02-01
Animal,Attack,Attack On A Person,ALDERLEY,2020-02-01
Animal,Dog,Wandering,SOUTH BRISBANE,2020-02-01
Animal,Dog,Wandering,CHERMSIDE,2020-02-01
Animal,Dog,Wandering,CHERMSIDE,2020-02-01
Animal,Other Animal,Odour,UPPER MOUNT GRAVATT,2020-02-01
Animal,Dog,Unregistered,SPRING HILL,2020-02-01
Animal,Dog,Wandering,CAMP HILL,2020-02-01
Animal,Other Animal,,CAMP HILL,2020-02-01
Animal,Attack,Not An Attack,LOTA,2020-02-01
Animal,Attack,Attack On An Animal,ROCHEDALE,2020-02-01
Animal,Dog,Unregistered,CLAYFIELD,2020-02-01
Animal,Attack,Attack On A Person,FOREST LAKE,2020-02-01
Animal,Dog,Unregistered,CLAYFIELD,2020-02-01
Animal,Dog,Unregistered,HENDRA,2020-02-01
Animal,Dog,Wandering,TENERIFFE,2020-02-01
Animal,Dog,Fencing Issues,TARRAGINDI,2020-02-01
Animal,Dog,Wandering,TARRAGINDI,2020-02-01
Animal,Attack,Attack On A Person,STRETTON,2020-02-01
Animal,Cat,,PADDINGTON,2020-02-01
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,2020-02-01
Animal,Cat,Wandering,CORINDA,2020-02-01
Animal,Cat Trapping,,KENMORE,2020-02-01
Animal,Attack,Attack On An Animal,TARRAGINDI,2020-02-01
Animal,Other Animal,Nuisance Animal,CALAMVALE,2020-02-01
Animal,Dog,Wandering,WACOL,2020-02-01
Animal,Other Animal,Nuisance Animal,DEAGON,2020-02-01
Animal,Other Animal,Odour,RUNCORN,2020-02-01
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD,2020-02-01
Animal,Dog,Fencing Issues,WINDSOR,2020-02-01
Animal,Attack,Attack On A Person,INALA,2020-02-01
Animal,Dog,Wandering,WAVELL HEIGHTS,2020-02-01
Animal,Dog,Unregistered,MOUNT GRAVATT EAST,2020-02-01
Animal,Cat,Wandering,CAMP HILL,2020-02-01
Animal,Cat Trapping,,COOPERS PLAINS,2020-02-01
Animal,Dog,Unregistered,WOOLLOONGABBA,2020-02-01
Animal,Other Animal,Unregistered,BRIGHTON,2020-02-01
Animal,Cat,Wandering,SUNNYBANK HILLS,2020-02-01
Animal,Cat,Wandering,SUNNYBANK HILLS,2020-02-01
Animal,Cat Trapping,,SUNNYBANK HILLS,2020-02-01
Animal,Attack,Attack On A Person,NATHAN,2020-02-01
Animal,Attack,Attack On A Person,TOOWONG,2020-02-01
Animal,Dog,Unregistered,,2020-02-01
Animal,Attack,,BALD HILLS,2020-02-01
Animal,Attack,Attack On A Person,INALA,2020-02-01
Animal,Dog,Fencing Issues,STAFFORD,2020-02-01
Animal,Dog,Unregistered,GORDON PARK,2020-02-01
Animal,Cat Trapping,,EVERTON PARK,2020-02-01
Animal,Dog,Unregistered,UPPER MOUNT GRAVATT,2020-02-01
Animal,Dog,Unregistered,CARSELDINE,2020-02-01
Animal,Dog,Wandering,CHERMSIDE,2020-02-01
Animal,Attack,Attack On A Person,BRACKEN RIDGE,2020-02-01
Animal,Dog,Wandering,COORPAROO,2020-02-01
Animal,Dog,Unregistered,WYNNUM WEST,2020-02-01
Animal,Attack,Attack On A Person,RUNCORN,2020-02-01
Animal,Cat,Wandering,HOLLAND PARK WEST,2020-02-01
Animal,Dog,Odour,UPPER KEDRON,2020-02-01
Animal,Dog,Defecating In Public,MANLY,2020-02-01
Animal,Attack,Attack On An Animal,MANLY WEST,2020-02-01
Animal,Attack,Attack On An Animal,COORPAROO,2020-02-01
Animal,Attack,Not An Attack,KENMORE,2020-02-01
Animal,Other Animal,Fox,KENMORE,2020-02-01
Animal,Attack,Attack On An Animal,SHERWOOD,2020-02-01
Animal,Other Animal,Fox,CORINDA,2020-02-01
Animal,Attack,Attack On A Person,KEDRON,2020-02-01
Animal,Attack,Attack On An Animal,INALA,2020-02-01
Animal,Dog,Wandering,KENMORE,2020-02-01
Animal,Other Animal,Fox,ROCHEDALE,2020-02-01
Animal,Other Animal,Fox,BROOKFIELD,2020-02-01
Animal,Dog,Unregistered,UPPER MOUNT GRAVATT,2020-02-01
Animal,Dog,Unregistered,BULIMBA,2020-02-01
Animal,Attack,Attack On An Animal,MANLY WEST,2020-02-01
Animal,Cat Trapping,,DARRA,2020-02-01
Animal,Other Animal,Nuisance Animal,SANDGATE,2020-02-01
Animal,Dog,Wandering,NORTHGATE,2020-02-01
Animal,Dog,Unregistered,INALA,2020-02-01
Animal,Dog,Fencing Issues,GREENSLOPES,2020-02-01
Animal,Dog,Fencing Issues,UPPER KEDRON,2020-02-01
Animal,Dog,Unregistered,NUNDAH,2020-02-01
Animal,Dog,Fencing Issues,BRIGHTON,2020-02-01
Animal,Attack,Attack On A Person,ASHGROVE,2020-02-01
Animal,Attack,Attack On A Person,ELLEN GROVE,2020-02-01
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,2020-02-01
Animal,Dog,Unregistered,SUNNYBANK HILLS,2020-02-01
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT EAST,2020-02-01
Animal,Dog,Fencing Issues,THE GAP,2020-02-01
Animal,Dog,Fencing Issues,GEEBUNG,2020-02-01
Animal,Other Animal,Rabbit,KURABY,2020-02-01
Animal,Cat Trapping,,BRIGHTON,2020-02-01
Animal,Dog,,NEW FARM,2020-02-01
Animal,Dog,Too Many Animals,MOUNT GRAVATT EAST,2020-02-01
Animal,Dog,Too Many Animals,MOUNT GRAVATT EAST,2020-02-01
Animal,Attack,,PADDINGTON,2020-02-01
Animal,Dog,Wandering,INALA,2020-02-01
Animal,Dog,Unregistered,CARINA HEIGHTS,2020-02-01
Animal,Other Animal,Nuisance Animal,CHERMSIDE WEST,2020-02-01
Animal,Cat Trapping,,CLAYFIELD,2020-02-01
Animal,Dog,Fencing Issues,STAFFORD,2020-02-01
Animal,Cat Trapping,,NORMAN PARK,2020-02-01
Animal,Dog,Wandering,RED HILL,2020-02-01
Animal,Dog,,NEW FARM,2020-02-01
Animal,Attack,Attack On A Person,ARCHERFIELD,2020-02-01
Animal,Dog,Unregistered,CANNON HILL,2020-02-01
Animal,Attack,Attack On An Animal,SUNNYBANK,2020-02-01
Animal,Cat Trapping,,KELVIN GROVE,2020-02-01
Animal,Attack,Not An Attack,STAFFORD,2020-02-01
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,2020-02-01
Animal,Cat,,TARRAGINDI,2020-02-01
Animal,Cat,Wandering,KURABY,2020-02-01
Animal,Dog,Unregistered,NATHAN,2020-02-01
Animal,Attack,Attack On A Person,WAVELL HEIGHTS,2020-02-01
Animal,Cat Trapping,,EAST BRISBANE,2020-02-01
Animal,Dog,Unregistered,ZILLMERE,2020-02-01
Animal,Dog,Fencing Issues,KELVIN GROVE,2020-02-01
Animal,Dog,Unregistered,ACACIA RIDGE,2020-02-01
Animal,Dog,Unregistered,BRIDGEMAN DOWNS,2020-02-01
Animal,Dog,,WEST END,2020-02-01
Animal,Dog,,COORPAROO,2020-02-01
Animal,Dog,Wandering,MOOROOKA,2020-02-01
Animal,Dog,Fencing Issues,RICHLANDS,2020-02-01
Animal,Dog,,CAMP HILL,2020-02-01
Animal,Cat,,BELLBOWRIE,2020-02-01
Animal,Dog,,CHERMSIDE,2020-02-01
Animal,Cat,Wandering,UPPER MOUNT GRAVATT,2020-02-01
Animal,Dog,Unregistered,DOOLANDELLA,2020-02-01
Animal,Cat Trapping,,FOREST LAKE,2020-02-01
Animal,Dog,Unregistered,TARRAGINDI,2020-02-01
Animal,Dog,,CAMP HILL,2020-02-01
Animal,Attack,,MOOROOKA,2020-02-01
Animal,Other Animal,Fox,YERONGA,2020-02-01
Animal,Dog,Wandering,YERONGA,2020-02-01
Animal,Dog,Unregistered,THE GAP,2020-02-01
Animal,Cat Trapping,,BOWEN HILLS,2020-02-01
Animal,Dog,Fencing Issues,NEWMARKET,2020-02-01
Animal,Dog,,SALISBURY,2020-02-01
Animal,Dog,Unregistered,CALAMVALE,2020-02-01
Animal,Dog,Wandering,ASHGROVE,2020-02-01
Animal,Dog,Wandering,ASHGROVE,2020-02-01
Animal,Cat,Wandering,CARINA,2020-02-01
Animal,Attack,Attack On An Animal,MORNINGSIDE,2020-02-01
Animal,Other Animal,Wild Dog,THE GAP,2020-02-01
Animal,Attack,Attack On An Animal,MCDOWALL,2020-02-01
Animal,Dog,,CHERMSIDE,2020-02-01
Animal,Dog,,CHERMSIDE,2020-02-01
Animal,Other Animal,Nuisance Animal,INALA,2020-02-01
Animal,Other Animal,Fox,SEVENTEEN MILE ROCKS,2020-02-01
Animal,Dog,Unregistered,FOREST LAKE,2020-02-01
Animal,Attack,Attack On An Animal,WOOLOOWIN,2020-02-01
Animal,Dog,,NUNDAH,2020-02-01
Animal,Cat Trapping,,WOOLLOONGABBA,2020-02-01
Animal,Attack,Attack On A Person,HOLLAND PARK,2020-02-01
Animal,Attack,Attack On A Person,CARINDALE,2020-02-01
Animal,Dog,Unregistered,SALISBURY,2020-02-01
Animal,Dog,Unregistered,KEPERRA,2020-02-01
Animal,Dog,Unregistered,WYNNUM WEST,2020-02-01
Animal,Cat Trapping,,SUNNYBANK,2020-02-01
Animal,Dog,Fencing Issues,GRACEVILLE,2020-02-01
Animal,Dog,,WYNNUM,2020-02-01
Animal,Dog,Fencing Issues,STAFFORD,2020-02-01
Animal,Dog,Fencing Issues,STAFFORD,2020-02-01
Animal,Other Animal,Wild Dog,KHOLO,2020-02-01
Animal,Attack,Attack On A Person,KENMORE HILLS,2020-02-01
Animal,Dog,Wandering,CHERMSIDE,2020-02-01
Animal,Dog,,BALD HILLS,2020-02-01
Animal,Attack,Attack On An Animal,CARINDALE,2020-02-01
Animal,Dog,Unregistered,FOREST LAKE,2020-02-01
Animal,Dog,Fencing Issues,MITCHELTON,2020-02-01
Animal,Other Animal,Fox,SEVEN HILLS,2020-02-01
Animal,Cat Trapping,,BOONDALL,2020-02-01
Animal,Dog,,PARKINSON,2020-02-01
Animal,Dog,Defecating In Public,BULIMBA,2020-02-01
Animal,Dog,Fencing Issues,BANYO,2020-02-01
Animal,Cat Trapping,,CORINDA,2020-02-01
Animal,Attack,Attack On A Person,BALMORAL,2020-02-01
Animal,Cat Trapping,,SALISBURY,2020-02-01
Animal,Other Animal,Pest / Feral Animal,ZILLMERE,2020-02-01
Animal,Dog,Wandering,BARDON,2020-02-01
Animal,Dog,Odour,CHERMSIDE,2020-02-01
Animal,Attack,Attack On An Animal,ROCKLEA,2020-02-01
Animal,Dog,,TARINGA,2020-02-01
Animal,Dog,,KANGAROO POINT,2020-02-01
Animal,Dog,Unregistered,ALGESTER,2020-02-01
Animal,Dog,Unregistered,JINDALEE,2020-02-01
